POLITICAL_UNIT,NAME,WGMS_ID,REC_SERIES_ID,YEAR,YEAR_UNC,REFERENCE_YEAR,REF_YEAR_UNC,FRONT_VARIATION,QUALITATIVE_VARIATION,FRONT_VAR_POS_UNC,FRONT_VAR_NEG_UNC,LOWEST_ELEVATION,HIGHEST_ELEVATION,ELEVATION_UNC,MORAINE_DEFINED_MAX,METHOD_CODE,METHOD_REMARKS,REMARKS
FR,MER DE GLACE,353,1,1742,0.0,1730,0.0,-118.0,,20.0,20.0,,,,,COM,MAP & WRS,
FR,MER DE GLACE,353,1,1760,0.0,1742,0.0,-414.0,,150.0,140.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1764,0.0,1760,0.0,5.0,,200.0,73.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1770,0.0,1764,0.0,-90.0,,167.0,25.0,,,,,COM,DRA & WRS,
FR,MER DE GLACE,353,1,1772,0.0,1770,0.0,165.0,,50.0,95.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1775,0.0,1772,0.0,180.0,,25.0,25.0,,,,,COM,DRA & PRT,
FR,MER DE GLACE,353,1,1777,0.0,1775,0.0,190.0,,50.0,50.0,,,,,PRT,,
FR,MER DE GLACE,353,1,1778,0.0,1777,0.0,55.0,,50.0,50.0,,,,MME,WRS,,
FR,MER DE GLACE,353,1,1779,0.0,1778,0.0,-10.0,,50.0,50.0,,,,,COM,MAP & WRS,
FR,MER DE GLACE,353,1,1781,0.0,1779,0.0,-133.0,,25.0,101.0,,,,,COM,DRA & PRT,
FR,MER DE GLACE,353,1,1784,0.0,1781,0.0,-125.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1787,0.0,1784,0.0,-82.0,,60.0,60.0,,,,,COM,PAI & DRA & PRT & MAP,
FR,MER DE GLACE,353,1,1795,2.0,1787,0.0,-72.0,,20.0,20.0,,,,,DRA,,
FR,MER DE GLACE,353,1,1799,0.0,1795,2.0,26.0,,20.0,20.0,,,,,COM,PAI & PRT & MAP,
FR,MER DE GLACE,353,1,1802,0.0,1799,0.0,54.0,,10.0,10.0,,,,,DRA,,
FR,MER DE GLACE,353,1,1810,0.0,1802,0.0,57.0,,10.0,10.0,,,,,COM,DRA & WRS,
FR,MER DE GLACE,353,1,1813,0.0,1810,0.0,151.0,,20.0,20.0,,,,,DRA,,
FR,MER DE GLACE,353,1,1815,1.0,1813,0.0,49.0,,20.0,20.0,,,,,PRT,,
FR,MER DE GLACE,353,1,1818,0.0,1815,1.0,214.0,,15.0,20.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1820,0.0,1818,0.0,4.0,,12.0,20.0,,,,,DRA,,
FR,MER DE GLACE,353,1,1821,0.0,1820,0.0,7.0,,5.0,5.0,,,,MMP,COM,DRA & WRS,
FR,MER DE GLACE,353,1,1823,0.0,1821,0.0,-22.0,,10.0,10.0,,,,,COM,DRA & PRT & MAP,
FR,MER DE GLACE,353,1,1825,0.0,1823,0.0,12.0,,10.0,10.0,,,,,COM,PRT & WRS,
FR,MER DE GLACE,353,1,1826,0.0,1825,0.0,0.0,,10.0,20.0,,,,,COM,PRT & WRS,
FR,MER DE GLACE,353,1,1830,0.0,1826,0.0,-240.0,,20.0,20.0,,,,,COM,DRA & PRT & WRS,
FR,MER DE GLACE,353,1,1835,0.0,1830,0.0,60.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1842,0.0,1835,0.0,-169.0,,20.0,20.0,,,,,MAP,,
FR,MER DE GLACE,353,1,1846,0.0,1842,0.0,152.0,,5.0,5.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1852,0.0,1846,0.0,142.0,,10.0,10.0,,,,MMP,WRS,,
FR,MER DE GLACE,353,1,1854,0.0,1852,0.0,-20.0,,10.0,10.0,,,,,PHO,,
FR,MER DE GLACE,353,1,1855,0.0,1854,0.0,5.0,,10.0,10.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1856,0.0,1855,0.0,-26.0,,20.0,20.0,,,,,MAP,,
FR,MER DE GLACE,353,1,1857,0.0,1856,0.0,0.0,,20.0,30.0,,,,,COM,PHO & WRS,
FR,MER DE GLACE,353,1,1861,0.0,1857,0.0,-191.0,,15.0,15.0,,,,,MAP,,
FR,MER DE GLACE,353,1,1862,0.0,1861,0.0,-13.0,,20.0,20.0,,,,,PHO,,
FR,MER DE GLACE,353,1,1863,0.0,1862,0.0,-103.0,,10.0,10.0,,,,,COM,PHO & MAP,
FR,MER DE GLACE,353,1,1864,0.0,1863,0.0,3.0,,5.0,5.0,,,,,COM,PHO & WRS,
FR,MER DE GLACE,353,1,1865,0.0,1864,0.0,0.0,,5.0,5.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1866,0.0,1865,0.0,7.0,,5.0,5.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1867,0.0,1866,0.0,14.0,,5.0,5.0,,,,MPE,COM,MAP & WRS,
FR,MER DE GLACE,353,1,1868,0.0,1867,0.0,-144.0,,5.0,5.0,,,,,COM,DRA & WRS,
FR,MER DE GLACE,353,1,1869,0.0,1868,0.0,-152.0,,20.0,20.0,,,,,DRA,,
FR,MER DE GLACE,353,1,1870,0.0,1869,0.0,-89.0,,10.0,10.0,,,,,DRA,,
FR,MER DE GLACE,353,1,1874,0.0,1870,0.0,-221.0,,10.0,10.0,,,,,COM,DRA & MAP,
FR,MER DE GLACE,353,1,1878,0.0,1874,0.0,-268.0,,0.0,0.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1879,0.0,1878,0.0,2.0,,0.0,0.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1880,0.0,1879,0.0,25.0,,0.0,0.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1881,0.0,1880,0.0,64.0,,15.0,15.0,,,,,PHO,,
FR,MER DE GLACE,353,1,1882,0.0,1881,0.0,-89.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1883,0.0,1882,0.0,-35.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1885,0.0,1883,0.0,-30.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1886,0.0,1885,0.0,32.0,,,,,,,,COM,PHO & WRS,
FR,MER DE GLACE,353,1,1887,0.0,1886,0.0,0.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1888,0.0,1887,0.0,0.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1889,0.0,1888,0.0,6.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1890,0.0,1889,0.0,68.0,,,,,,,,COM,PAI & WRS,
FR,MER DE GLACE,353,1,1891,0.0,1890,0.0,19.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1892,0.0,1891,0.0,25.0,,,,,,,,COM,PHO & WRS,
FR,MER DE GLACE,353,1,1893,0.0,1892,0.0,9.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1894,0.0,1893,0.0,-9.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1895,0.0,1894,0.0,24.0,,,,,,,,PHO,,
FR,MER DE GLACE,353,1,1896,0.0,1895,0.0,-17.0,,,,,,,,COM,PHO & MAP,
FR,MER DE GLACE,353,1,1897,0.0,1896,0.0,-12.0,,,,,,,,PHO,,
FR,MER DE GLACE,353,1,1898,0.0,1897,0.0,-11.0,,,,,,,,PHO,,
FR,MER DE GLACE,353,1,1899,0.0,1898,0.0,-17.0,,,,,,,,PHO,,
FR,MER DE GLACE,353,1,1900,0.0,1899,0.0,-15.0,,,,,,,,PHO,,
FR,MER DE GLACE,353,1,1906,0.0,1900,0.0,-76.0,,,,,,,,MAP,,
FR,MER DE GLACE,353,1,1911,0.0,1906,0.0,-42.0,,,,,,,,WRS,,
FR,MER DE GLACE,353,1,1912,0.0,1911,0.0,-42.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1913,0.0,1912,0.0,-15.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1914,0.0,1913,0.0,-9.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1915,0.0,1914,0.0,26.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1916,0.0,1915,0.0,14.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1917,0.0,1916,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1918,0.0,1917,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1919,0.0,1918,0.0,-34.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1920,0.0,1919,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1921,0.0,1920,0.0,-50.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1923,0.0,1921,0.0,132.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1924,0.0,1923,0.0,47.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1925,0.0,1924,0.0,-52.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1926,0.0,1925,0.0,95.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1927,0.0,1926,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1928,0.0,1927,0.0,-96.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1929,0.0,1928,0.0,-7.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1930,0.0,1929,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1931,0.0,1930,0.0,118.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1939,0.0,1931,0.0,-288.0,,,,,,,,MAP,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1945,0.0,1939,0.0,-50.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1949,0.0,1945,0.0,-40.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1950,0.0,1949,0.0,-30.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1952,0.0,1950,0.0,-60.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1958,0.0,1952,0.0,-160.0,,,,,,,,COM,MAP & WRS,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1967,0.0,1958,0.0,-180.0,,,,,,,,COM,MAP & WRS,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1969,0.0,1967,0.0,-10.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1970,0.0,1969,0.0,20.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1971,0.0,1970,0.0,5.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1972,0.0,1971,0.0,5.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1976,0.0,1972,0.0,45.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1977,0.0,1976,0.0,25.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1978,0.0,1977,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1979,0.0,1978,0.0,2.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1980,0.0,1979,0.0,3.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1981,0.0,1980,0.0,5.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1982,0.0,1981,0.0,5.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1983,0.0,1982,0.0,3.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1984,0.0,1983,0.0,3.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1985,0.0,1984,0.0,1.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1986,0.0,1985,0.0,1.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1987,0.0,1986,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1988,0.0,1987,0.0,13.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1989,0.0,1988,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1990,0.0,1989,0.0,2.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1991,0.0,1990,0.0,5.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1992,0.0,1991,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1993,0.0,1992,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1994,0.0,1993,0.0,0.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1995,0.0,1994,0.0,0.0,,,,,,,MMP,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1996,0.0,1995,0.0,-55.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1997,0.0,1996,0.0,-33.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1998,0.0,1997,0.0,-5.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,1999,0.0,1998,0.0,-30.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,2000,0.0,1999,0.0,-39.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,2001,0.0,2000,0.0,-36.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,2002,0.0,2001,0.0,-82.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
FR,MER DE GLACE,353,1,2003,0.0,2002,0.0,-20.0,,,,,,,,WRS,,data obtained from LGGE Grenoble
GE,CHALAATI,1110,41,1932,0.0,1890,0.0,-743.0,,,,,,,,,,
GE,CHALAATI,1110,41,1933,0.0,1932,0.0,-7.0,,,,,,,,,,
GE,CHALAATI,1110,41,1958,0.0,1933,0.0,-430.0,,,,,,,,,,
GE,CHALAATI,1110,41,1959,0.0,1958,0.0,-52.0,,,,,,,,,,
GE,CHALAATI,1110,41,1960,0.0,1959,0.0,-25.0,,,,,,,,,,
GE,CHALAATI,1110,41,1961,0.0,1960,0.0,-15.0,,,,,,,,,,
GE,CHALAATI,1110,41,1962,0.0,1961,0.0,-17.0,,,,,,,,,,
GE,CHALAATI,1110,41,1963,0.0,1962,0.0,23.0,,,,,,,,,,
GE,CHALAATI,1110,41,1965,0.0,1963,0.0,144.0,,,,,,,,,,
GE,CHALAATI,1110,41,1966,0.0,1965,0.0,-8.0,,,,,,,,,,
GE,CHALAATI,1110,41,1967,0.0,1966,0.0,-7.0,,,,,,,,,,
GE,CHALAATI,1110,41,1968,0.0,1967,0.0,-10.0,,,,,,,,,,
GE,CHALAATI,1110,41,1969,0.0,1968,0.0,-6.0,,,,,,,,,,
GE,CHALAATI,1110,41,1970,0.0,1969,0.0,-6.0,,,,,,,,,,
GE,CHALAATI,1110,41,1971,0.0,1970,0.0,1.0,,,,,,,,,,
GE,CHALAATI,1110,41,1972,0.0,1971,0.0,-4.0,,,,,,,,,,
GE,CHALAATI,1110,41,1973,0.0,1972,0.0,-6.0,,,,,,,,,,
GE,CHALAATI,1110,41,1974,0.0,1973,0.0,-4.0,,,,,,,,,,
GE,CHALAATI,1110,41,1975,0.0,1974,0.0,-8.0,,,,,,,,,,
GE,CHALAATI,1110,41,1976,0.0,1975,0.0,-1.0,,,,,,,,,,
GE,CHALAATI,1110,41,1977,0.0,1976,0.0,-14.0,,,,,,,,,,
GE,CHALAATI,1110,41,1980,0.0,1977,0.0,-15.0,,,,,,,,,,
GE,CHALAATI,1110,41,1983,0.0,1980,0.0,-25.0,,,,,,,,,,
GE,CHALAATI,1110,41,1988,0.0,1983,0.0,-27.0,,,,,,,,,,
GL,LYNGMARKSBRAE,3737,28,1848,,1812,,0.0,,,,,,,,OTH,,
GL,LYNGMARKSBRAE,3737,28,1894,,1848,,400.0,,,,,,,,HIS,,
GL,LYNGMARKSBRAE,3737,28,1897,,1894,,-20.0,,,,,,,,HIS,,
GL,LYNGMARKSBRAE,3737,28,1912,,1897,,-70.0,,,,,,,,HIS,,
GL,LYNGMARKSBRAE,3737,28,1923,,1912,,-150.0,,,,,,,,HIS,,
GL,LYNGMARKSBRAE,3737,28,1932,,1923,,-500.0,,,,,,,,HIS,,
GL,LYNGMARKSBRAE,3737,28,1942,,1932,,-200.0,,,,,,,,OTH,direct measurement,
GL,LYNGMARKSBRAE,3737,28,1953,,1942,,-140.0,,,,,,,,OTH,direct measurement,
GL,LYNGMARKSBRAE,3737,28,1964,,1953,,0.0,,,,,,,,OTH,direct measurement,
GL,LYNGMARKSBRAE,3737,28,1985,,1964,,0.0,,,,,,,,OTH,direct measurement,
GL,LYNGMARKSBRAE,3737,28,2005,,1985,,0.0,,,,,,,,OTH,direct measurement,
IS,SOLHEIMAJOKULL W,3122,29,1740,,1705,,400.0,,,,,,,,HIS,,
IS,SOLHEIMAJOKULL W,3122,29,1783,,1740,,-2000.0,,,,,,,,HIS,,
IS,SOLHEIMAJOKULL W,3122,29,1794,,1783,,1600.0,,,,,,,,OTH,direct measurement,
IS,SOLHEIMAJOKULL W,3122,29,1820,,1794,,400.0,,,,,,,,HIS,,
IS,SOLHEIMAJOKULL W,3122,29,1860,,1820,,0.0,,,,,,,,HIS,,
IS,SOLHEIMAJOKULL W,3122,29,1890,,1860,,-100.0,,,,,,,,HIS,,
IS,SOLHEIMAJOKULL W,3122,29,1904,,1890,,-300.0,,,,,,,,HIS,,
IS,SOLHEIMAJOKULL W,3122,29,1930,,1904,,-66.0,,,,,,,,OTH,direct measurement,
IT,PRE DE BAR,681,8,1797,3.0,1781,0.0,-275.0,,100.0,100.0,,,,,COM,WRS & MAP,
IT,PRE DE BAR,681,8,1818,0.0,1797,3.0,400.0,,0.0,0.0,,,,MMP,HIS,,
IT,PRE DE BAR,681,8,1820,0.0,1818,0.0,-10.0,,5.0,5.0,,,,,WRS,,
IT,PRE DE BAR,681,8,1821,5.0,1820,0.0,-10.0,,5.0,40.0,,,,,PRT,,
IT,PRE DE BAR,681,8,1842,0.0,1821,5.0,-480.0,,80.0,80.0,,,,,COM,MAP & WRS,
IT,PRE DE BAR,681,8,1851,3.0,1842,0.0,420.0,,10.0,10.0,,,,MMP,PRT,,
IT,PRE DE BAR,681,8,1856,0.0,1851,3.0,-20.0,,40.0,40.0,,,,,MAP,,
IT,PRE DE BAR,681,8,1860,0.0,1856,0.0,-115.0,,0.0,0.0,,,,MPE,HIS,,
IT,PRE DE BAR,681,8,1861,0.0,1860,0.0,0.0,,0.0,0.0,,,,,MAP,,
IT,PRE DE BAR,681,8,1865,0.0,1861,0.0,-135.0,,40.0,40.0,,,,,MAP,,
IT,PRE DE BAR,681,8,1875,0.0,1865,0.0,-430.0,,50.0,50.0,,,,,WRS,,
IT,PRE DE BAR,681,8,1880,0.0,1875,0.0,-220.0,,50.0,50.0,,,,,WRS,,
IT,PRE DE BAR,681,8,1882,0.0,1880,0.0,60.0,,30.0,30.0,,,,,MAP,,
IT,PRE DE BAR,681,8,1890,0.0,1882,0.0,172.0,,0.0,0.0,,,,MMP,HIS,,
IT,PRE DE BAR,681,8,1892,0.0,1890,0.0,-10.0,,5.0,5.0,,,,MMP,HIS,,
IT,PRE DE BAR,681,8,1893,0.0,1892,0.0,-5.0,,5.0,5.0,,,,,PHO,,
IT,PRE DE BAR,681,8,1897,0.0,1893,0.0,-29.0,,30.0,30.0,,,,,PHO,,
IT,PRE DE BAR,681,8,1909,0.0,1897,0.0,-48.0,,30.0,30.0,,,,,COM,PHO & WRS,
IT,PRE DE BAR,681,8,1910,0.0,1909,0.0,-17.0,,30.0,30.0,,,,,WRS,,
IT,PRE DE BAR,681,8,1911,0.0,1910,0.0,-5.0,,30.0,30.0,,,,,WRS,,
IT,PRE DE BAR,681,8,1915,0.0,1911,0.0,-140.0,,10.0,10.0,,,,,COM,PHO & WRS,
IT,PRE DE BAR,681,8,1917,0.0,1915,0.0,45.0,,10.0,10.0,,,,,COM,PHO & WRS,
IT,PRE DE BAR,681,8,1922,0.0,1917,0.0,165.0,,0.0,0.0,,,,MMP,HIS,,
IT,PRE DE BAR,681,8,1924,0.0,1922,0.0,-14.0,,10.0,10.0,,,,,PHO,,
IT,PRE DE BAR,681,8,1929,0.0,1924,0.0,-14.0,,,,,,,,COM,PHO & MAP & WRS,
IT,PRE DE BAR,681,8,1930,0.0,1929,0.0,-14.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1931,0.0,1930,0.0,-5.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1932,0.0,1931,0.0,-7.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1933,0.0,1932,0.0,-36.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1934,0.0,1933,0.0,-33.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1935,0.0,1934,0.0,-34.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1936,0.0,1935,0.0,-18.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1937,0.0,1936,0.0,-23.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1938,0.0,1937,0.0,-22.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1939,0.0,1938,0.0,-24.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1940,0.0,1939,0.0,20.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1941,0.0,1940,0.0,6.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1942,0.0,1941,0.0,23.0,,,,,,,MMP,WRS,,
IT,PRE DE BAR,681,8,1943,0.0,1942,0.0,-8.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1945,0.0,1943,0.0,-25.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1946,0.0,1945,0.0,-31.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1947,0.0,1946,0.0,-6.0,,,,,,,,COM,MAP & WRS,
IT,PRE DE BAR,681,8,1948,0.0,1947,0.0,-50.0,,,,,,,,COM,PHO & WRS,
IT,PRE DE BAR,681,8,1949,0.0,1948,0.0,-10.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1950,0.0,1949,0.0,-11.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1951,0.0,1950,0.0,-24.0,,,,,,,,COM,PHO & WRS,
IT,PRE DE BAR,681,8,1952,0.0,1951,0.0,-10.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1953,0.0,1952,0.0,-12.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1954,0.0,1953,0.0,-71.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1955,0.0,1954,0.0,-1.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1956,0.0,1955,0.0,-3.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1957,0.0,1956,0.0,-7.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1958,0.0,1957,0.0,-4.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1959,0.0,1958,0.0,-3.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1960,0.0,1959,0.0,-7.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1961,0.0,1960,0.0,-26.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1962,0.0,1961,0.0,-61.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1963,0.0,1962,0.0,2.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1964,0.0,1963,0.0,9.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1965,0.0,1964,0.0,5.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1966,0.0,1965,0.0,6.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1967,0.0,1966,0.0,20.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1968,0.0,1967,0.0,10.0,,,,,,,,COM,MAP & WRS,
IT,PRE DE BAR,681,8,1969,0.0,1968,0.0,15.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1970,0.0,1969,0.0,20.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1971,0.0,1970,0.0,12.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1972,0.0,1971,0.0,5.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1973,0.0,1972,0.0,25.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1974,0.0,1973,0.0,8.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1975,0.0,1974,0.0,8.0,,,,,,,,COM,PHO & WRS,
IT,PRE DE BAR,681,8,1976,0.0,1975,0.0,3.0,,,,,,,,COM,PHO & WRS,
IT,PRE DE BAR,681,8,1977,0.0,1976,0.0,8.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1978,0.0,1977,0.0,2.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1979,0.0,1978,0.0,-1.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1980,0.0,1979,0.0,-37.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1981,0.0,1980,0.0,19.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1982,0.0,1981,0.0,12.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1983,0.0,1982,0.0,12.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1984,0.0,1983,0.0,12.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1985,0.0,1984,0.0,0.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1986,0.0,1985,0.0,14.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1987,0.0,1986,0.0,8.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1988,0.0,1987,0.0,6.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1989,0.0,1988,0.0,3.0,,,,,,,MMP,WRS,,
IT,PRE DE BAR,681,8,1990,0.0,1989,0.0,-1.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1991,0.0,1990,0.0,-7.0,,,,,,,,COM,MAP & WRS,
IT,PRE DE BAR,681,8,1992,0.0,1991,0.0,-32.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1993,0.0,1992,0.0,-7.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1994,0.0,1993,0.0,-13.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1995,0.0,1994,0.0,-13.0,,,,,,,,WRS,,
